Chapter,ID,People/Event
14,people_7b40760b8ebbfb7da8ebe42af07de0e5,Philip
14,people_ef6e65efc188e7dffd7335b646a85a21,Thomas
15,people_a4757d7419ff3b48e92e90596f0e7548,God
15,people_a05d08dd5b543d67b497d3adf3564d87,Holy Spirit
16,people_a4757d7419ff3b48e92e90596f0e7548,God
16,people_a05d08dd5b543d67b497d3adf3564d87,Holy Spirit
16,people_110d46fcd978c24f306cd7fa23464d73,Jesus
17,people_a4757d7419ff3b48e92e90596f0e7548,God
17,people_110d46fcd978c24f306cd7fa23464d73,Jesus
18,people_3ec8112b9e277cf4d24c85136fc9ee95,Annas
18,people_715b2ada18d6074c62d1f50249b59f0a,Barabbas
18,people_55a9da6cd1d18358055f2433e028316e,Caiaphas
18,people_a4757d7419ff3b48e92e90596f0e7548,God
18,people_110d46fcd978c24f306cd7fa23464d73,Jesus
18,people_9cb8af3f5c58553c270412eb3d751fc3,Judas
18,people_0b2f27be82a49e4c5583401f50732faf,Malchus
18,people_51dc30ddc473d43a6011e9ebba6ca770,Peter
18,people_17868be5cd81796d9423432b4e530f39,Pilate
19,people_33f81433cf521cbe9cda0a2502ec468b,Cleophas
19,people_a4757d7419ff3b48e92e90596f0e7548,God
19,people_110d46fcd978c24f306cd7fa23464d73,Jesus
19,people_cb07901c53218323c4ceacdea4b23c98,Joseph
19,people_1cbe7a672a8f75352eb31a9ba98f6d55,Mary mother of Jesus
19,people_41bc7dbb7496f7011558d45bdedb1571,Mary mother of John Mark
19,people_a4435c277ec81ab9ed0d7b1a78a540d0,Mary of Bethany
19,people_2161f8648d59b076f6ddfc6c459a9af0,Nicodemus
19,people_17868be5cd81796d9423432b4e530f39,Pilate
20,people_a4757d7419ff3b48e92e90596f0e7548,God
20,people_a05d08dd5b543d67b497d3adf3564d87,Holy Spirit
20,people_110d46fcd978c24f306cd7fa23464d73,Jesus
20,people_41bc7dbb7496f7011558d45bdedb1571,Mary mother of John Mark
20,people_51dc30ddc473d43a6011e9ebba6ca770,Peter
20,people_ef6e65efc188e7dffd7335b646a85a21,Thomas
21,people_110d46fcd978c24f306cd7fa23464d73,Jesus
21,people_9c5ddd54107734f7d18335a5245c286b,Jonas
21,people_d27ba11620b07630f8d301a2af03d956,Nathanael
21,people_51dc30ddc473d43a6011e9ebba6ca770,Peter
21,people_ef6e65efc188e7dffd7335b646a85a21,Thomas
21,people_11af01d092444a317cb33faa6b8304b8,Zebedee
